Sentence;Degree of Truth;Degree of Support;Degree of Focus
For almost no records in low mania, context_avg_day_duration_outgoing is high;1.0;0.039832285115303984;0.11740041928721175
For almost no records in medium mania, context_avg_day_duration_outgoing is high;0.9688244418699781;0.02620545073375262;0.08280922431865828
For some records in high mania, context_avg_day_duration_outgoing is high;0.289828992043123;0.008385744234800839;0.011530398322851153
For most records in high mania, context_avg_day_duration_outgoing is high;0.7101710079568769;0.008385744234800839;0.011530398322851153
For almost no records in low mania, context_stddev_duration_outgoing is low;0.767667888984121;0.039832285115303984;0.11740041928721175
For almost no records in medium mania, context_stddev_duration_outgoing is low;1.0;0.0220125786163522;0.08280922431865828
For almost no records in high mania, context_stddev_duration_outgoing is low;1.0;0.0020964360587002098;0.011530398322851153
For almost no records in low mania, context_stddev_duration_outgoing is medium;1.0;0.039832285115303984;0.11740041928721175
For almost no records in medium mania, context_stddev_duration_outgoing is medium;0.37728860970361033;0.03563941299790356;0.08280922431865828
For some records in medium mania, context_stddev_duration_outgoing is medium;0.28937805696305624;0.03563941299790356;0.08280922431865828
For almost no records in high mania, context_stddev_duration_outgoing is medium;0.35941429309913187;0.0041928721174004195;0.011530398322851153
For some records in high mania, context_stddev_duration_outgoing is medium;0.3072523735675347;0.0041928721174004195;0.011530398322851153
For almost no records in low mania, context_stddev_duration_outgoing is high;1.0;0.03459119496855346;0.11740041928721175
For almost no records in medium mania, context_stddev_duration_outgoing is high;1.0;0.023060796645702306;0.08280922431865828
For some records in high mania, context_stddev_duration_outgoing is high;1.0;0.006289308176100629;0.011530398322851153
For some records in low mania, context_no_nottakencalls is low;0.3749999999999999;0.07127882599580712;0.11740041928721175
For most records in low mania, context_no_nottakencalls is low;0.6250000000000001;0.07127882599580712;0.11740041928721175
For some records in medium mania, context_no_nottakencalls is low;0.6962025316455696;0.029350104821802937;0.08280922431865828
For almost no records in high mania, context_no_nottakencalls is low;1.0;0.0010482180293501049;0.011530398322851153
For some records in low mania, context_no_nottakencalls is medium;0.27083333333333354;0.07337526205450734;0.11740041928721175
For most records in low mania, context_no_nottakencalls is medium;0.7291666666666664;0.07337526205450734;0.11740041928721175
For some records in medium mania, context_no_nottakencalls is medium;0.8087201125175805;0.03249475890985325;0.08280922431865828
For some records in high mania, context_no_nottakencalls is medium;0.7575757575757576;0.0041928721174004195;0.011530398322851153
For almost no records in low mania, context_no_nottakencalls is high;0.40537766830870264;0.0429769392033543;0.11740041928721175
For some records in low mania, context_no_nottakencalls is high;0.26128899835796393;0.0429769392033543;0.11740041928721175
For almost no records in medium mania, context_no_nottakencalls is high;0.05485232067510542;0.02830188679245283;0.08280922431865828
For some records in medium mania, context_no_nottakencalls is high;0.611814345991561;0.02830188679245283;0.08280922431865828
For some records in high mania, context_no_nottakencalls is high;1.0;0.006289308176100629;0.011530398322851153
For some records in low mania, context_no_sms is low;0.40433673469387765;0.07337526205450734;0.11740041928721175
For most records in low mania, context_no_sms is low;0.5956632653061223;0.07337526205450734;0.11740041928721175
For some records in medium mania, context_no_sms is low;1.0;0.039832285115303984;0.08280922431865828
For almost no records in high mania, context_no_sms is low;0.5324675324675322;0.0031446540880503146;0.011530398322851153
For some records in high mania, context_no_sms is low;0.13419913419913443;0.0031446540880503146;0.011530398322851153
For almost no records in low mania, context_no_sms is medium;0.09387197501951607;0.04612159329140461;0.11740041928721175
For some records in low mania, context_no_sms is medium;0.5727946916471504;0.04612159329140461;0.11740041928721175
For some records in medium mania, context_no_sms is medium;1.0;0.0429769392033543;0.08280922431865828
For almost no records in high mania, context_no_sms is medium;1.0;0.0041928721174004195;0.011530398322851153
For almost no records in low mania, context_no_sms is high;0.0846210672909557;0.0440251572327044;0.11740041928721175
For some records in low mania, context_no_sms is high;0.5820455993757108;0.0440251572327044;0.11740041928721175
For almost no records in medium mania, context_no_sms is high;0.47703486733087896;0.02620545073375262;0.08280922431865828
For some records in medium mania, context_no_sms is high;0.18963179933578764;0.02620545073375262;0.08280922431865828
For some records in high mania, context_no_sms is high;1.0;0.007337526205450734;0.011530398322851153
For almost no records in low mania, context_avg_len_sms is low;1.0;0.027253668763102725;0.11740041928721175
For almost no records in medium mania, context_avg_len_sms is low;0.6891884924973355;0.02410901467505241;0.08280922431865828
For almost no records in high mania, context_avg_len_sms is low;1.0;0.0010482180293501049;0.011530398322851153
For almost no records in low mania, context_avg_len_sms is medium;1.0;0.03459119496855346;0.11740041928721175
For almost no records in medium mania, context_avg_len_sms is medium;1.0;0.025157232704402517;0.08280922431865828
For almost no records in high mania, context_avg_len_sms is medium;1.0;0.0031446540880503146;0.011530398322851153
For almost no records in low mania, context_avg_len_sms is high;1.0;0.023060796645702306;0.11740041928721175
For almost no records in medium mania, context_avg_len_sms is high;1.0;0.019916142557651992;0.08280922431865828
For most records in high mania, context_avg_len_sms is high;1.0;0.008385744234800839;0.011530398322851153
For some records in low mania, context_no_calls is low;0.7538072047000572;0.051362683438155136;0.11740041928721175
For almost no records in medium mania, context_no_calls is low;0.32675763055509904;0.02620545073375262;0.08280922431865828
For some records in medium mania, context_no_calls is low;0.3399090361115675;0.02620545073375262;0.08280922431865828
For almost no records in high mania, context_no_calls is low;0.2878787878787878;0.0041928721174004195;0.011530398322851153
For some records in high mania, context_no_calls is low;0.37878787878787873;0.0041928721174004195;0.011530398322851153
For almost no records in low mania, context_no_calls is medium;0.25016149264269616;0.05555555555555555;0.11740041928721175
For some records in low mania, context_no_calls is medium;0.41650517402397036;0.05555555555555555;0.11740041928721175
For almost no records in medium mania, context_no_calls is medium;0.5452898516342761;0.02830188679245283;0.08280922431865828
For some records in medium mania, context_no_calls is medium;0.12137681503239053;0.02830188679245283;0.08280922431865828
For some records in high mania, context_no_calls is medium;1.0;0.007337526205450734;0.011530398322851153
For almost no records in low mania, context_no_calls is high;0.8234105420873211;0.0440251572327044;0.11740041928721175
For almost no records in medium mania, context_no_calls is high;0.19768899967404907;0.03459119496855346;0.08280922431865828
For some records in medium mania, context_no_calls is high;0.4689776669926174;0.03459119496855346;0.08280922431865828
For almost no records in high mania, context_no_calls is high;1.0;0.0041928721174004195;0.011530398322851153
For almost no records in low mania, context_prc_nottakencalls is low;1.0;0.02830188679245283;0.11740041928721175
For almost no records in medium mania, context_prc_nottakencalls is low;0.5727721292357821;0.02620545073375262;0.08280922431865828
For some records in medium mania, context_prc_nottakencalls is low;0.09389453743088452;0.02620545073375262;0.08280922431865828
For almost no records in high mania, context_prc_nottakencalls is low;1.0;0.0010482180293501049;0.011530398322851153
For almost no records in low mania, context_prc_nottakencalls is medium;1.0;0.03878406708595388;0.11740041928721175
For almost no records in medium mania, context_prc_nottakencalls is medium;1.0;0.02410901467505241;0.08280922431865828
For almost no records in high mania, context_prc_nottakencalls is medium;0.6391763243615103;0.005241090146750524;0.011530398322851153
For some records in high mania, context_prc_nottakencalls is medium;0.027490342305156453;0.005241090146750524;0.011530398322851153
For almost no records in low mania, context_prc_nottakencalls is high;1.0;0.02830188679245283;0.11740041928721175
For almost no records in medium mania, context_prc_nottakencalls is high;1.0;0.020964360587002098;0.08280922431865828
For some records in high mania, context_prc_nottakencalls is high;1.0;0.007337526205450734;0.011530398322851153
For almost no records in low mania, context_prc_out_calls is low;0.5313234534820164;0.051362683438155136;0.11740041928721175
For some records in low mania, context_prc_out_calls is low;0.13534321318465029;0.051362683438155136;0.11740041928721175
For almost no records in medium mania, context_prc_out_calls is low;0.40031619618997494;0.033542976939203356;0.08280922431865828
For some records in medium mania, context_prc_out_calls is low;0.26635047047669164;0.033542976939203356;0.08280922431865828
For almost no records in high mania, context_prc_out_calls is low;0.8060255022577848;0.006289308176100629;0.011530398322851153
For almost no records in low mania, context_prc_out_calls is medium;0.36512742371851065;0.057651991614255764;0.11740041928721175
For some records in low mania, context_prc_out_calls is medium;0.30153924294815593;0.057651991614255764;0.11740041928721175
For almost no records in medium mania, context_prc_out_calls is medium;0.12462082653107999;0.040880503144654086;0.08280922431865828
For some records in medium mania, context_prc_out_calls is medium;0.5420458401355864;0.040880503144654086;0.08280922431865828
For almost no records in high mania, context_prc_out_calls is medium;0.0680367057251293;0.006289308176100629;0.011530398322851153
For some records in high mania, context_prc_out_calls is medium;0.5986299609415372;0.006289308176100629;0.011530398322851153
For almost no records in low mania, context_prc_out_calls is high;1.0;0.039832285115303984;0.11740041928721175
For almost no records in medium mania, context_prc_out_calls is high;0.8152804470994249;0.027253668763102725;0.08280922431865828
For almost no records in high mania, context_prc_out_calls is high;0.7524773629806374;0.0041928721174004195;0.011530398322851153
For almost no records in low mania, context_avg_duration_calls is low;0.24298657923243858;0.05345911949685535;0.11740041928721175
For some records in low mania, context_avg_duration_calls is low;0.4236800874342279;0.05345911949685535;0.11740041928721175
For almost no records in medium mania, context_avg_duration_calls is low;0.058800407575987014;0.03563941299790356;0.08280922431865828
For some records in medium mania, context_avg_duration_calls is low;0.6078662590906795;0.03563941299790356;0.08280922431865828
For almost no records in high mania, context_avg_duration_calls is low;1.0;0.0020964360587002098;0.011530398322851153
For almost no records in low mania, context_avg_duration_calls is medium;0.3477953434648437;0.06184486373165619;0.11740041928721175
For some records in low mania, context_avg_duration_calls is medium;0.3188713232018228;0.06184486373165619;0.11740041928721175
For almost no records in medium mania, context_avg_duration_calls is medium;0.504585514128874;0.03459119496855346;0.08280922431865828
For some records in medium mania, context_avg_duration_calls is medium;0.1620811525377926;0.03459119496855346;0.08280922431865828
For almost no records in high mania, context_avg_duration_calls is medium;0.8076429294163806;0.0031446540880503146;0.011530398322851153
For almost no records in low mania, context_avg_duration_calls is high;0.5496419773367968;0.05241090146750524;0.11740041928721175
For some records in low mania, context_avg_duration_calls is high;0.11702468932986985;0.05241090146750524;0.11740041928721175
For almost no records in medium mania, context_avg_duration_calls is high;0.46750837186472227;0.03039832285115304;0.08280922431865828
For some records in medium mania, context_avg_duration_calls is high;0.19915829480194433;0.03039832285115304;0.08280922431865828
For some records in high mania, context_avg_duration_calls is high;1.0;0.006289308176100629;0.011530398322851153
For almost no records in low mania, self_avg_sleep_time is low;1.0;0.009433962264150943;0.11740041928721175
For almost no records in medium mania, self_avg_sleep_time is low;1.0;0.008385744234800839;0.08280922431865828
For almost no records in high mania, self_avg_sleep_time is low;1.0;0.0;0.011530398322851153
For almost no records in low mania, self_avg_sleep_time is medium;1.0;0.012578616352201259;0.11740041928721175
For almost no records in medium mania, self_avg_sleep_time is medium;1.0;0.0041928721174004195;0.08280922431865828
For almost no records in high mania, self_avg_sleep_time is medium;1.0;0.0;0.011530398322851153
For almost no records in low mania, self_avg_sleep_time is high;1.0;0.006289308176100629;0.11740041928721175
For almost no records in medium mania, self_avg_sleep_time is high;1.0;0.008385744234800839;0.08280922431865828
For almost no records in high mania, self_avg_sleep_time is high;1.0;0.0;0.011530398322851153
For almost no records in low mania, self_avg_comment_len_sleep is low;1.0;0.0;0.11740041928721175
For almost no records in medium mania, self_avg_comment_len_sleep is low;1.0;0.0020964360587002098;0.08280922431865828
For almost no records in high mania, self_avg_comment_len_sleep is low;1.0;0.0;0.011530398322851153
For almost no records in low mania, self_avg_comment_len_sleep is medium;1.0;0.0;0.11740041928721175
For almost no records in medium mania, self_avg_comment_len_sleep is medium;1.0;0.0020964360587002098;0.08280922431865828
For almost no records in high mania, self_avg_comment_len_sleep is medium;1.0;0.0;0.011530398322851153
For almost no records in low mania, self_avg_comment_len_sleep is high;1.0;0.0;0.11740041928721175
For almost no records in medium mania, self_avg_comment_len_sleep is high;1.0;0.0020964360587002098;0.08280922431865828
For almost no records in high mania, self_avg_comment_len_sleep is high;1.0;0.0;0.011530398322851153
For almost no records in low mania, self_avg_feeling is low;1.0;0.0010482180293501049;0.11740041928721175
For almost no records in medium mania, self_avg_feeling is low;1.0;0.012578616352201259;0.08280922431865828
For almost no records in high mania, self_avg_feeling is low;1.0;0.0;0.011530398322851153
For almost no records in low mania, self_avg_feeling is medium;0.9642857142994355;0.02410901467505241;0.11740041928721175
For almost no records in medium mania, self_avg_feeling is medium;1.0;0.012578616352201259;0.08280922431865828
For almost no records in high mania, self_avg_feeling is medium;1.0;0.0;0.011530398322851153
For almost no records in low mania, self_avg_feeling is high;1.0;0.0041928721174004195;0.11740041928721175
For almost no records in medium mania, self_avg_feeling is high;1.0;0.0031446540880503146;0.08280922431865828
For almost no records in high mania, self_avg_feeling is high;1.0;0.0;0.011530398322851153
For almost no records in low mania, self_avg_comment_len_mood is low;1.0;0.0;0.11740041928721175
For almost no records in medium mania, self_avg_comment_len_mood is low;1.0;0.0010482180293501049;0.08280922431865828
For almost no records in high mania, self_avg_comment_len_mood is low;1.0;0.0;0.011530398322851153
For almost no records in low mania, self_avg_comment_len_mood is medium;1.0;0.0;0.11740041928721175
For almost no records in medium mania, self_avg_comment_len_mood is medium;1.0;0.0010482180293501049;0.08280922431865828
For almost no records in high mania, self_avg_comment_len_mood is medium;1.0;0.0;0.011530398322851153
For almost no records in low mania, self_avg_comment_len_mood is high;1.0;0.0;0.11740041928721175
For almost no records in medium mania, self_avg_comment_len_mood is high;1.0;0.0010482180293501049;0.08280922431865828
For almost no records in high mania, self_avg_comment_len_mood is high;1.0;0.0;0.011530398322851153
For almost no records in low mania, self_ismixed is low;1.0;0.0;0.11740041928721175
For almost no records in medium mania, self_ismixed is low;1.0;0.0;0.08280922431865828
For almost no records in high mania, self_ismixed is low;1.0;0.0;0.011530398322851153
For almost no records in low mania, self_ismixed is medium;1.0;0.0;0.11740041928721175
For almost no records in medium mania, self_ismixed is medium;1.0;0.0;0.08280922431865828
For almost no records in high mania, self_ismixed is medium;1.0;0.0;0.011530398322851153
For almost no records in low mania, self_ismixed is high;1.0;0.0;0.11740041928721175
For almost no records in medium mania, self_ismixed is high;1.0;0.0;0.08280922431865828
For almost no records in high mania, self_ismixed is high;1.0;0.0;0.011530398322851153
For almost no records in low mania, context_stddev_duration_calls is low;0.4090585216885209;0.0440251572327044;0.11740041928721175
For some records in low mania, context_stddev_duration_calls is low;0.25760814497814566;0.0440251572327044;0.11740041928721175
For almost no records in medium mania, context_stddev_duration_calls is low;0.6924979606176443;0.03039832285115304;0.08280922431865828
For almost no records in high mania, context_stddev_duration_calls is low;1.0;0.0020964360587002098;0.011530398322851153
For almost no records in low mania, context_stddev_duration_calls is medium;0.8238456589037716;0.05450733752620545;0.11740041928721175
For almost no records in medium mania, context_stddev_duration_calls is medium;0.27360234985462295;0.03668763102725367;0.08280922431865828
For some records in medium mania, context_stddev_duration_calls is medium;0.39306431681204357;0.03668763102725367;0.08280922431865828
For almost no records in high mania, context_stddev_duration_calls is medium;0.5923155024712669;0.0041928721174004195;0.011530398322851153
For some records in high mania, context_stddev_duration_calls is medium;0.07435116419539976;0.0041928721174004195;0.011530398322851153
For almost no records in low mania, context_stddev_duration_calls is high;0.8743392390984878;0.050314465408805034;0.11740041928721175
For almost no records in medium mania, context_stddev_duration_calls is high;0.8141559936095527;0.023060796645702306;0.08280922431865828
For some records in high mania, context_stddev_duration_calls is high;1.0;0.006289308176100629;0.011530398322851153
For almost no records in low mania, context_no_all_calls is low;0.18870578534444038;0.04507337526205451;0.11740041928721175
For some records in low mania, context_no_all_calls is low;0.4779608813222261;0.04507337526205451;0.11740041928721175
For almost no records in medium mania, context_no_all_calls is low;0.18965372787949894;0.029350104821802937;0.08280922431865828
For some records in medium mania, context_no_all_calls is low;0.47701293878716755;0.029350104821802937;0.08280922431865828
For almost no records in high mania, context_no_all_calls is low;0.7647058823529415;0.0041928721174004195;0.011530398322851153
For almost no records in low mania, context_no_all_calls is medium;0.16995254490368839;0.05870020964360587;0.11740041928721175
For some records in low mania, context_no_all_calls is medium;0.49671412176297813;0.05870020964360587;0.11740041928721175
For almost no records in medium mania, context_no_all_calls is medium;0.9137711978586133;0.02830188679245283;0.08280922431865828
For some records in high mania, context_no_all_calls is medium;0.9991523627887261;0.008385744234800839;0.011530398322851153
For almost no records in low mania, context_no_all_calls is high;0.7056302074910937;0.0429769392033543;0.11740041928721175
For almost no records in medium mania, context_no_all_calls is high;0.22896710051721342;0.03668763102725367;0.08280922431865828
For some records in medium mania, context_no_all_calls is high;0.4376995661494531;0.03668763102725367;0.08280922431865828
For almost no records in high mania, context_no_all_calls is high;1.0;0.005241090146750524;0.011530398322851153
For almost no records in low depression and low mania, context_no_day_incoming_calls is low;0.9259259259259259;0.011530398322851153;0.04716981132075472
For almost no records in medium depression and medium mania, context_no_day_incoming_calls is low;1.0;0.0020964360587002098;0.011530398322851153
For almost no records in low depression and medium mania, context_no_day_incoming_calls is low;0.711711711711712;0.005241090146750524;0.01939203354297694
For almost no records in high depression and low mania, context_no_day_incoming_calls is low;0.42857142857142866;0.0041928721174004195;0.007337526205450734
For some records in high depression and low mania, context_no_day_incoming_calls is low;0.23809523809523797;0.0041928721174004195;0.007337526205450734
For some records in low depression and high mania, context_no_day_incoming_calls is low;1.0;0.005241090146750524;0.011530398322851153
For almost no records in high depression and medium mania, context_no_day_incoming_calls is low;1.0;0.0031446540880503146;0.018867924528301886
For some records in low depression and low mania, context_no_day_incoming_calls is medium;1.0;0.023060796645702306;0.04716981132075472
For almost no records in medium depression and medium mania, context_no_day_incoming_calls is medium;1.0;0.0010482180293501049;0.011530398322851153
For almost no records in low depression and medium mania, context_no_day_incoming_calls is medium;0.7117117117117117;0.005241090146750524;0.01939203354297694
For some records in high depression and low mania, context_no_day_incoming_calls is medium;0.8730158730158728;0.006289308176100629;0.007337526205450734
For some records in low depression and high mania, context_no_day_incoming_calls is medium;0.858585858585858;0.005241090146750524;0.011530398322851153
For some records in high depression and medium mania, context_no_day_incoming_calls is medium;1.0;0.009433962264150943;0.018867924528301886
For almost no records in low depression and low mania, context_no_day_incoming_calls is high;0.7777777777777778;0.012578616352201259;0.04716981132075472
For some records in medium depression and medium mania, context_no_day_incoming_calls is high;1.0;0.005241090146750524;0.011530398322851153
For almost no records in low depression and medium mania, context_no_day_incoming_calls is high;0.5915915915915916;0.009433962264150943;0.01939203354297694
For some records in low depression and medium mania, context_no_day_incoming_calls is high;0.07507507507507503;0.009433962264150943;0.01939203354297694
For almost no records in high depression and low mania, context_no_day_incoming_calls is high;0.5763546798029555;0.0041928721174004195;0.007337526205450734
For some records in high depression and low mania, context_no_day_incoming_calls is high;0.09031198686371106;0.0041928721174004195;0.007337526205450734
For almost no records in low depression and high mania, context_no_day_incoming_calls is high;1.0;0.0020964360587002098;0.011530398322851153
For almost no records in high depression and medium mania, context_no_day_incoming_calls is high;0.1111111111111111;0.006289308176100629;0.018867924528301886
For some records in high depression and medium mania, context_no_day_incoming_calls is high;0.5555555555555554;0.006289308176100629;0.018867924528301886
For almost no records in low depression and low mania, context_avg_day_duration_incoming is low;0.17395349656925763;0.020964360587002098;0.04716981132075472
For some records in low depression and low mania, context_avg_day_duration_incoming is low;0.4927131700974089;0.020964360587002098;0.04716981132075472
For almost no records in medium depression and medium mania, context_avg_day_duration_incoming is low;0.8969637956979748;0.0031446540880503146;0.011530398322851153
For almost no records in low depression and medium mania, context_avg_day_duration_incoming is low;0.36223390641405717;0.006289308176100629;0.01939203354297694
For some records in low depression and medium mania, context_avg_day_duration_incoming is low;0.3044327602526094;0.006289308176100629;0.01939203354297694
For almost no records in high depression and low mania, context_avg_day_duration_incoming is low;0.9047619047619049;0.0031446540880503146;0.007337526205450734
For some records in low depression and high mania, context_avg_day_duration_incoming is low;1.0;0.007337526205450734;0.011530398322851153
For almost no records in high depression and medium mania, context_avg_day_duration_incoming is low;0.20370370370370378;0.007337526205450734;0.018867924528301886
For some records in high depression and medium mania, context_avg_day_duration_incoming is low;0.46296296296296274;0.007337526205450734;0.018867924528301886
For almost no records in low depression and low mania, context_avg_day_duration_incoming is medium;0.5366170941202479;0.019916142557651992;0.04716981132075472
For some records in low depression and low mania, context_avg_day_duration_incoming is medium;0.13004957254641863;0.019916142557651992;0.04716981132075472
For almost no records in medium depression and medium mania, context_avg_day_duration_incoming is medium;0.812041116005874;0.0031446540880503146;0.011530398322851153
For almost no records in low depression and medium mania, context_avg_day_duration_incoming is medium;0.4713031957583651;0.007337526205450734;0.01939203354297694
For some records in low depression and medium mania, context_avg_day_duration_incoming is medium;0.19536347090830145;0.007337526205450734;0.01939203354297694
For almost no records in high depression and low mania, context_avg_day_duration_incoming is medium;1.0;0.0041928721174004195;0.007337526205450734
For almost no records in low depression and high mania, context_avg_day_duration_incoming is medium;1.0;0.0031446540880503146;0.011530398322851153
For almost no records in high depression and medium mania, context_avg_day_duration_incoming is medium;0.4250010755411042;0.008385744234800839;0.018867924528301886
For some records in high depression and medium mania, context_avg_day_duration_incoming is medium;0.24166559112556235;0.008385744234800839;0.018867924528301886
For almost no records in low depression and low mania, context_avg_day_duration_incoming is high;1.0;0.011530398322851153;0.04716981132075472
For almost no records in medium depression and medium mania, context_avg_day_duration_incoming is high;0.07903530252015033;0.0041928721174004195;0.011530398322851153
For some records in medium depression and medium mania, context_avg_day_duration_incoming is high;0.5876313641465162;0.0041928721174004195;0.011530398322851153
For almost no records in low depression and medium mania, context_avg_day_duration_incoming is high;0.4517326427648702;0.007337526205450734;0.01939203354297694
For some records in low depression and medium mania, context_avg_day_duration_incoming is high;0.2149340239017964;0.007337526205450734;0.01939203354297694
For some records in high depression and low mania, context_avg_day_duration_incoming is high;1.0;0.007337526205450734;0.007337526205450734
For almost no records in low depression and high mania, context_avg_day_duration_incoming is high;0.5151515151515152;0.0031446540880503146;0.011530398322851153
For some records in low depression and high mania, context_avg_day_duration_incoming is high;0.15151515151515138;0.0031446540880503146;0.011530398322851153
For almost no records in high depression and medium mania, context_avg_day_duration_incoming is high;1.0;0.005241090146750524;0.018867924528301886
For almost no records in low depression and low mania, context_stddev_duration_incoming is low;0.918885664407038;0.012578616352201259;0.04716981132075472
For almost no records in medium depression and medium mania, context_stddev_duration_incoming is low;0.6154986286178182;0.0031446540880503146;0.011530398322851153
For some records in medium depression and medium mania, context_stddev_duration_incoming is low;0.051168038048848466;0.0031446540880503146;0.011530398322851153
For almost no records in low depression and medium mania, context_stddev_duration_incoming is low;0.9848850102849905;0.007337526205450734;0.01939203354297694
For almost no records in high depression and low mania, context_stddev_duration_incoming is low;1.0;0.0031446540880503146;0.007337526205450734
For almost no records in low depression and high mania, context_stddev_duration_incoming is low;1.0;0.0020964360587002098;0.011530398322851153
For almost no records in high depression and medium mania, context_stddev_duration_incoming is low;1.0;0.0020964360587002098;0.018867924528301886
For almost no records in low depression and low mania, context_stddev_duration_incoming is medium;1.0;0.014675052410901468;0.04716981132075472
For almost no records in medium depression and medium mania, context_stddev_duration_incoming is medium;1.0;0.0020964360587002098;0.011530398322851153
For almost no records in low depression and medium mania, context_stddev_duration_incoming is medium;1.0;0.006289308176100629;0.01939203354297694
For almost no records in high depression and low mania, context_stddev_duration_incoming is medium;1.0;0.0041928721174004195;0.007337526205450734
For almost no records in low depression and high mania, context_stddev_duration_incoming is medium;1.0;0.0031446540880503146;0.011530398322851153
For almost no records in high depression and medium mania, context_stddev_duration_incoming is medium;1.0;0.0031446540880503146;0.018867924528301886
For almost no records in low depression and low mania, context_stddev_duration_incoming is high;1.0;0.010482180293501049;0.04716981132075472
For almost no records in medium depression and medium mania, context_stddev_duration_incoming is high;0.5151515151515152;0.0031446540880503146;0.011530398322851153
For some records in medium depression and medium mania, context_stddev_duration_incoming is high;0.15151515151515138;0.0031446540880503146;0.011530398322851153
For almost no records in low depression and medium mania, context_stddev_duration_incoming is high;0.625714540300861;0.005241090146750524;0.01939203354297694
For some records in low depression and medium mania, context_stddev_duration_incoming is high;0.04095212636580561;0.005241090146750524;0.01939203354297694
For almost no records in high depression and low mania, context_stddev_duration_incoming is high;0.20130332073473592;0.006289308176100629;0.007337526205450734
For some records in high depression and low mania, context_stddev_duration_incoming is high;0.4653633459319305;0.006289308176100629;0.007337526205450734
For almost no records in low depression and high mania, context_stddev_duration_incoming is high;0.6305016019098691;0.0041928721174004195;0.011530398322851153
For some records in low depression and high mania, context_stddev_duration_incoming is high;0.03616506475679755;0.0041928721174004195;0.011530398322851153
For almost no records in high depression and medium mania, context_stddev_duration_incoming is high;1.0;0.0031446540880503146;0.018867924528301886
For some records in low depression and low mania, context_no_day_outgoing_calls is low;0.6801346801346755;0.019916142557651992;0.04716981132075472
For almost no records in medium depression and medium mania, context_no_day_outgoing_calls is low;1.0;0.0020964360587002098;0.011530398322851153
For almost no records in low depression and medium mania, context_no_day_outgoing_calls is low;1.0;0.0041928721174004195;0.01939203354297694
For almost no records in high depression and low mania, context_no_day_outgoing_calls is low;0.15646258503401367;0.005241090146750524;0.007337526205450734
For some records in high depression and low mania, context_no_day_outgoing_calls is low;0.5102040816326529;0.005241090146750524;0.007337526205450734
For almost no records in low depression and high mania, context_no_day_outgoing_calls is low;0.23966942148760317;0.0041928721174004195;0.011530398322851153
For some records in low depression and high mania, context_no_day_outgoing_calls is low;0.4269972451790634;0.0041928721174004195;0.011530398322851153
For almost no records in high depression and medium mania, context_no_day_outgoing_calls is low;0.4814814814814814;0.006289308176100629;0.018867924528301886
For some records in high depression and medium mania, context_no_day_outgoing_calls is low;0.18518518518518526;0.006289308176100629;0.018867924528301886
For almost no records in low depression and low mania, context_no_day_outgoing_calls is medium;0.7859215941087289;0.018867924528301886;0.04716981132075472
For almost no records in medium depression and medium mania, context_no_day_outgoing_calls is medium;1.0;0.0;0.011530398322851153
For some records in low depression and medium mania, context_no_day_outgoing_calls is medium;1.0;0.009433962264150943;0.01939203354297694
For almost no records in high depression and low mania, context_no_day_outgoing_calls is medium;0.2169312169312177;0.006289308176100629;0.007337526205450734
For some records in high depression and low mania, context_no_day_outgoing_calls is medium;0.4497354497354488;0.006289308176100629;0.007337526205450734
For some records in low depression and high mania, context_no_day_outgoing_calls is medium;0.8958001063264215;0.008385744234800839;0.011530398322851153
For almost no records in high depression and medium mania, context_no_day_outgoing_calls is medium;0.1111111111111111;0.007337526205450734;0.018867924528301886
For some records in high depression and medium mania, context_no_day_outgoing_calls is medium;0.5555555555555554;0.007337526205450734;0.018867924528301886
For almost no records in low depression and low mania, context_no_day_outgoing_calls is high;0.20806010928961732;0.019916142557651992;0.04716981132075472
For some records in low depression and low mania, context_no_day_outgoing_calls is high;0.4586065573770492;0.019916142557651992;0.04716981132075472
For almost no records in medium depression and medium mania, context_no_day_outgoing_calls is high;0.253713606654783;0.005241090146750524;0.011530398322851153
For some records in medium depression and medium mania, context_no_day_outgoing_calls is high;0.41295306001188353;0.005241090146750524;0.011530398322851153
For almost no records in low depression and medium mania, context_no_day_outgoing_calls is high;0.3235576001533433;0.009433962264150943;0.01939203354297694
For some records in low depression and medium mania, context_no_day_outgoing_calls is high;0.3431090665133233;0.009433962264150943;0.01939203354297694
For almost no records in high depression and low mania, context_no_day_outgoing_calls is high;0.42857142857142866;0.0041928721174004195;0.007337526205450734
For some records in high depression and low mania, context_no_day_outgoing_calls is high;0.23809523809523797;0.0041928721174004195;0.007337526205450734
For almost no records in low depression and high mania, context_no_day_outgoing_calls is high;1.0;0.005241090146750524;0.011530398322851153
For almost no records in high depression and medium mania, context_no_day_outgoing_calls is high;0.1111111111111111;0.007337526205450734;0.018867924528301886
For some records in high depression and medium mania, context_no_day_outgoing_calls is high;0.5555555555555554;0.007337526205450734;0.018867924528301886
For almost no records in low depression and low mania, context_avg_day_duration_outgoing is low;0.6863160134005762;0.013626834381551363;0.04716981132075472
For some records in medium depression and medium mania, context_avg_day_duration_outgoing is low;0.7575757575757576;0.0041928721174004195;0.011530398322851153
For almost no records in low depression and medium mania, context_avg_day_duration_outgoing is low;0.9103509581041624;0.007337526205450734;0.01939203354297694
For some records in high depression and low mania, context_avg_day_duration_outgoing is low;1.0;0.007337526205450734;0.007337526205450734
